Siglas	Votos	Diputados	Candidatura
censo	402454	300173	
participacion	3202		
abstencion	399252		
nulos	302079		
blancos	1128		
PSOE	84586	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	39112	0	PARTIDO POPULAR
IU	10437	0	IZQUIERDA UNIDA
CIU	128957	3	CONVERGENCIA I UNIO
CDS	1519	0	CENTRO DEMOCRATICO Y SOCIAL
ERC	27449	0	ESQUERRA REPUBLICANA DE CATALUNYA
VERDES	2846	0	LOS VERDES
LE	1078	0	LOS ECOLOGISTAS
ARM-ADE	682	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PST	1124	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PLN	170	0	PARTIDO DE LA LEY NATURAL
PH	125	0	PARTIDO HUMANISTA
POR	290	0	PARTIDO OBRERO REVOLUCIONARIO
NPS	216	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
