Siglas	Votos	Diputados	Candidatura
censo	1002070	12	
participacion	813317		
abstencion	188753		
nulos	12322		
blancos	2271		
PSOE	496543	8	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	176054	3	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	30004	0	UNION DE CENTRO DEMOCRATICO
PCE	57272	1	PARTIDO COMUNISTA DE ESPAÑA
CDS	5775	0	CENTRO DEMOCRATICO Y SOCIAL
FN	2227	0	ASOCIACION POLITICA FUERZA NUEVA
PST	2568	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PSA-PA	23375	0	PARTIDO SOCIALISTA DE ANDALUCIA - PARTIDO ANDALUZ
SE	718	0	SOLIDARIDAD ESPAÑOLA
PCOE	2017	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
UCE	335	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	520	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
MFE	376	0	MOVIMIENTO FALANGISTA DE ESPAÑA
LC (COSI)	599	0	LIGA COMUNISTA (C.OBREROS SOCIAL.INTERNACIONALIS.)
FE-I	341	0	FALANGE ESPAÑOLA INDEPENDIENTE
