Siglas	Votos	Diputados	Candidatura
censo	389465	290472	
participacion	3954		
abstencion	385511		
nulos	294122		
blancos	881		
PP	150842	3	PARTIDO POPULAR
PSOE-PROGR.	124180	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	10843	0	IZQUIERDA UNIDA
UC-CDS	384	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	339	0	PARTIDO HUMANISTA
TC-PNC	459	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
PLN	552	0	PARTIDO DE LA LEY NATURAL
FE	241	0	LA FALANGE
ES2000	184	0	PLATAFORMA ESPAÑA 2000
PADE	120	0	PARTIDO DEMOCRATA ESPAÑOL
