Siglas	Votos	Diputados	Candidatura
censo	162684	236244	
participacion	15681		
abstencion	147003		
nulos	815		
blancos	118944		
PP	68228	2	PARTIDO POPULAR
PSOE	35059	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	6161	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	4641	0	UNIÓN PROGRESO Y DEMOCRACIA
PACMA	395	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
Eb	649	0	ESCAÑOS EN BLANCO
PUM+J	298	0	POR UN MUNDO MÁS JUSTO
ANTICAPITALISTAS	205	0	ANTICAPITALISTAS
PREPAL	429	0	PARTIDO REGIONALISTA DEL PAIS LEONES
