Siglas	Votos	Diputados	Candidatura
censo	255557	5	
participacion	189961		
abstencion	65596		
nulos	2710		
blancos	295		
UCD	89494	3	UNION DE CENTRO DEMOCRATICO
PSOE	63172	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	10217	0	PARTIDO COMUNISTA DE ESPAÑA
AP	9415	0	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	4819	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDC-EDC	2604	0	COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
FDI	988	0	FRENTE DEMOCRATICO DE IZQUIERDAS
ASDCI	2214	0	ALIANZA SOCIALISTA DEMOCRATICA
AET	2974	0	AGRUPACION ELECTORAL DE TRABAJADORES
RSE	1059	0	REFORMA SOCIAL ESPAÑOLA
