Siglas	Votos	Diputados	Candidatura
censo	538956	426669	
participacion	8480		
abstencion	530476		
nulos	430258		
blancos	2150		
P.S.O.E.	223749	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	178634	3	PARTIDO POPULAR
I.U.	13197	0	IZQUIERDA UNIDA
UPyD	3293	0	UNION PROGRESO Y DEMOCRACIA
C's	226	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	473	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	1240	0	LOS VERDES
PUM+J	732	0	POR UN MUNDO MAS JUSTO
P.C.P.E.	420	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	197	0	CIUDADANOS EN BLANCO
FE de las JONS	157	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	184	0	DEMOCRACIA NACIONAL
PH	104	0	PARTIDO HUMANISTA
AES	91	0	ALTERNATIVA ESPAÑOLA
E-2000	88	0	ESPAÑA 2000
F.A.	106	0	FALANGE AUTENTICA
EXTREMADURA UNIDA	1029	0	EXTREMADURA UNIDA
