Siglas	Votos	Diputados	Candidatura
censo	425308	347169	
participacion	7896		
abstencion	417412		
nulos	350959		
blancos	2625		
P.S.O.E.	148878	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	172085	3	PARTIDO POPULAR
I.U.	11065	0	IZQUIERDA UNIDA
UPyD	6858	0	UNION PROGRESO Y DEMOCRACIA
C's	471	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	535	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	892	0	LOS VERDES
PUM+J	334	0	POR UN MUNDO MAS JUSTO
LVE	788	0	LOS VERDES DE EUROPA
P.S.D.	656	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	386	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	283	0	CIUDADANOS EN BLANCO
FE de las JONS	248	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	243	0	DEMOCRACIA NACIONAL
PH	138	0	PARTIDO HUMANISTA
AES	118	0	ALTERNATIVA ESPAÑOLA
TC	656	0	TIERRA COMUNERA
F.A.	87	0	FALANGE AUTENTICA
SAIn	198	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
A.u.N.	89	0	ALIANZA NACIONAL
U.R.C.L.	423	0	UNIDAD REGIONALISTA DE CASTILLA Y LEON
