Siglas	Votos	Diputados	Candidatura
censo	201851	149939	
participacion	1753		
abstencion	200098		
nulos	151296		
blancos	442		
PSOE	65151	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	58177	2	COALICION POPULAR
CDS	14953	0	CENTRO DEMOCRATICO Y SOCIAL
IU	2961	0	COALICION IZQUIERDA UNIDA
MUC	1531	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	2824	0	PARTIDO REFORMISTA DEMOCRATICO
PCC	190	0	PARTIT DELS COMUNISTES DE CATALUNYA
FE-JONS	372	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	524	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	284	0	UNIDAD  POPULAR REPUBLICANA
