Siglas	Votos	Diputados	Candidatura
censo	75759	57819	
participacion	2772		
abstencion	72987		
nulos	59071		
blancos	984		
PSOE	22287	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	29187	2	PARTIDO POPULAR
IU	1230	0	IZQUIERDA UNIDA
CENB	100	0	CIUDADANOS EN BLANCO
CDS	89	0	CENTRO DEMOCRATICO Y SOCIAL
PH	35	0	PARTIDO HUMANISTA
IR	34	0	IZQUIERDA REPUBLICANA
PFyV	39	0	PARTIDO FAMILIA Y VIDA
DN	23	0	DEMOCRACIA NACIONAL
PCPE	28	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	32	0	FALANGE ESPAÑOLA DE LAS JONS
FE	20	0	LA FALANGE
TC-PNC	71	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
MSR	8	0	MOVIMIENTO SOCIAL REPUBLICANO
PADE	25	0	PARTIDO DEMOCRATA ESPAÑOL
FA	17	0	FALANGE AUTENTICA
I.DE.S.	2934	0	INICIATIVA POR EL DESARROLLO DE SORIA
PC	28	0	PARTIDO CARLISTA
GPHAE	17	0	GRUPO POLITICO HONRADEZ ABSOLUTA ESPAÑOLA
