Siglas	Votos	Diputados	Candidatura
censo	230750	187297	
participacion	8058		
abstencion	222692		
nulos	189361		
blancos	2980		
P.S.O.E.	82032	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	93104	2	PARTIDO POPULAR
I.U.	3647	0	IZQUIERDA UNIDA
UPyD	2405	0	UNION PROGRESO Y DEMOCRACIA
C's	102	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
VERDES	853	0	LOS VERDES
PUM+J	221	0	POR UN MUNDO MAS JUSTO
P.S.D.	214	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	150	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	60	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	72	0	DEMOCRACIA NACIONAL
PFyV	72	0	FAMILIA Y VIDA
PH	48	0	PARTIDO HUMANISTA
AES	61	0	ALTERNATIVA ESPAÑOLA
E-2000	37	0	ESPAÑA 2000
F.A.	39	0	FALANGE AUTENTICA
PARTIDO RIOJANO	2837	0	PARTIDO RIOJANO
P.C.	11	0	PARTIDO CARLISTA
