Siglas	Votos	Diputados	Candidatura
censo	512366	6	
participacion	310377		
abstencion	201989		
nulos	2642		
blancos	2524		
PP	31035	0	PARTIDO POPULAR
PSOE	38558	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	23748	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
ECP	53277	1	EN COMÚ PODEM-GUANYEM EL CANVI
ERC-CATSÍ	80824	2	ESQUERRA REPUBLICANA/CATALUNYA SÍ
CDC	71453	2	CONVERGÈNCIA DEMOCRÀTICA DE CATALUNYA
PACMA	4627	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	583	0	RECORTES CERO-GRUPO VERDE
PCPE	382	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PxC	724	0	PLATAFORMA PER CATALUNYA
