Siglas	Votos	Diputados	Candidatura
censo	371866	299639	
participacion	1372		
abstencion	370494		
nulos	301689		
blancos	556		
PSOE	146867	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	119123	2	PARTIDO POPULAR
IU	21856	0	IZQUIERDA UNIDA
CDS	6383	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	1481	0	LOS VERDES
LE	717	0	LOS ECOLOGISTAS
ARM-ADE	550	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PLN	162	0	PARTIDO DE LA LEY NATURAL
PH	121	0	PARTIDO HUMANISTA
NPS	154	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
TC-PNC	187	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
