Siglas	Votos	Diputados	Candidatura
censo	429302	319725	
participacion	3253		
abstencion	426049		
nulos	322117		
blancos	1227		
PSOE	105981	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	63433	1	PARTIDO POPULAR
IU	16190	0	IZQUIERDA UNIDA
CIU	102629	2	CONVERGENCIA I UNIO
CDS	2301	0	CENTRO DEMOCRATICO Y SOCIAL
ERC	21063	0	ESQUERRA REPUBLICANA DE CATALUNYA
VERDES	2086	0	LOS VERDES
LE	743	0	LOS ECOLOGISTAS
ARM-ADE	801	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PST	805	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PLN	161	0	PARTIDO DE LA LEY NATURAL
PEC-VERDE	1070	0	PARTIT ECOLOGISTA DE CATALUNYA
PH	109	0	PARTIDO HUMANISTA
POR	244	0	PARTIDO OBRERO REVOLUCIONARIO
FE-JONS	134	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
NPS	106	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
