Siglas	Votos	Diputados	Candidatura
censo	3936956	3107991	
participacion	40106		
abstencion	3896850		
nulos	3138511		
blancos	12630		
PSOE	1093015	13	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	1373042	16	PARTIDO POPULAR
IU	455685	5	IZQUIERDA UNIDA
CDS	93347	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	33295	0	LOS VERDES
LE	10429	0	LOS ECOLOGISTAS
ARM-ADE	13782	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PST	4808	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UPL	608	0	UNION DEL PUEBLO LEONES
PLN	1209	0	PARTIDO DE LA LEY NATURAL
E U	3745	0	EXTREMADURA UNIDA
PH	1079	0	PARTIDO HUMANISTA
POR	1391	0	PARTIDO OBRERO REVOLUCIONARIO
FE-JONS	1488	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
NPS	529	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
TC-PNC	805	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
ARDE	1202	0	A.R.D.E. FEDERACION REPUBLICANA
PRIM	1917	0	PARTIDO REGIONAL INDEPENDIENTE MADRILEÑO
ACI	1189	0	A.C.I. PANTERAS GRISES DE ESPAÑA
FE (I)	1212	0	FALANGE ESPAÑOLA INDEPENDIENTE
MCE	1178	0	MOVIMIENTO CATOLICO ESPAÑOL
FPE	641	0	FRENTE PROGRESISTA DE ESPAÑA
