Siglas	Votos	Diputados	Candidatura
censo	121090	95499	
participacion	838		
abstencion	120252		
nulos	96745		
blancos	305		
PSOE	30945	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	46001	2	PARTIDO POPULAR
IU	7104	0	IZQUIERDA UNIDA
CDS	8628	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	854	0	LOS VERDES
LE	347	0	LOS ECOLOGISTAS
ARM-ADE	237	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PLN	73	0	PARTIDO DE LA LEY NATURAL
PH	86	0	PARTIDO HUMANISTA
TC-PNC	141	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
URCL	140	0	UNIDAD REGIONALISTA DE CASTILLA Y LEON
PB	28	0	PARTIDO DE EL BIERZO
