Siglas	Votos	Diputados	Candidatura
censo	432563	5	
participacion	340286		
abstencion	92277		
nulos	2801		
blancos	3732		
PSOE	97244	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	78433	1	PARTIDO POPULAR
Cs	67775	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	39305	0	UNIDAS PODEMOS
VOX	45965	1	VOX
PACMA	2699	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	545	0	RECORTES CERO-GRUPO VERDE
PUM+J	473	0	POR UN MUNDO MÁS JUSTO
PCTE	282	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
PCPE	313	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	229	0	FALANGE ESPAÑOLA DE LAS JONS
UNIÓN REGIONALISTA	490	0	UNIÓN REGIONALISTA DE CASTILLA Y LEÓN
