Siglas	Votos	Diputados	Candidatura
censo	332898	271242	
participacion	13862		
abstencion	319036		
nulos	274549		
blancos	2450		
PSOE	137654	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	118627	2	PARTIDO POPULAR
IU	7569	0	IZQUIERDA UNIDA
CENB	273	0	CIUDADANOS EN BLANCO
CDS	304	0	CENTRO DEMOCRATICO Y SOCIAL
PH	114	0	PARTIDO HUMANISTA
IR	120	0	IZQUIERDA REPUBLICANA
PFyV	150	0	PARTIDO FAMILIA Y VIDA
DN	110	0	DEMOCRACIA NACIONAL
PCPE	255	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	109	0	FALANGE ESPAÑOLA DE LAS JONS
FE	52	0	LA FALANGE
MSR	40	0	MOVIMIENTO SOCIAL REPUBLICANO
FA	83	0	FALANGE AUTENTICA
EU	2408	0	EXTREMADURA UNIDA
LV	1247	0	LOS VERDES DE EXTREMADURA
