Siglas	Votos	Diputados	Candidatura
censo	290233	428186	
participacion	12876		
abstencion	277357		
nulos	955		
blancos	216373		
PP	116057	3	PARTIDO POPULAR
PSOE	59878	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	11892	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	16090	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	1938	0	EQUO
PACMA	1007	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
PUM+J	605	0	POR UN MUNDO MÁS JUSTO
ANTICAPITALISTAS	502	0	ANTICAPITALISTAS
SAIn	454	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
PCAS	1515	0	PARTIDO CASTELLANO
CCD	203	0	CIUDADANOS DE CENTRO DEMOCRÁTICO
