Siglas	Votos	Diputados	Candidatura
censo	807170	8	
participacion	458592		
abstencion	348578		
nulos	4668		
blancos	4393		
PSOE	115567	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	103722	2	PARTIDO POPULAR
VOX	77520	2	VOX
PODEMOS-IU	82225	2	UNIDAS PODEMOS
Cs	33451	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	6207	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
MÁS PAÍS	10652	0	MÁS PAÍS
RECORTES CERO-GV	947	0	RECORTES CERO-GRUPO VERDE
PUM+J	573	0	POR UN MUNDO MÁS JUSTO
MÉS-ESQUERRA	18295	0	MÉS ESQUERRA
P-LIB	372	0	PARTIDO LIBERTARIO
