Siglas	Votos	Diputados	Candidatura
censo	151099	4	
participacion	128304		
abstencion	22795		
nulos	2077		
blancos	314		
UCD	70550	3	UNION DE CENTRO DEMOCRATICO
PSOE	28350	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	7927	0	PARTIDO COMUNISTA DE ESPAÑA
AP	10277	0	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	1947	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDC-EDC	1646	0	COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
FDI	242	0	FRENTE DEMOCRATICO DE IZQUIERDAS
ASDCI	674	0	ALIANZA SOCIALISTA DEMOCRATICA
RSE	2024	0	REFORMA SOCIAL ESPAÑOLA
FJONSA	509	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
CJA	419	0	ASOCIACION CIRCULOS JOSE ANTONIO
FN	1219	0	ASOCIACION POLITICA FUERZA NUEVA
FEI	129	0	FALANGE ESPAÑOLA INDEPENDIENTE
