Siglas	Votos	Diputados	Candidatura
censo	555447	6	
participacion	414940		
abstencion	140507		
nulos	3424		
blancos	6547		
PSOE	157164	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	83278	1	PARTIDO POPULAR
Cs	75583	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	38252	0	UNIDAS PODEMOS
VOX	44890	1	VOX
PACMA	2938	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	449	0	RECORTES CERO-GRUPO VERDE
PACT	745	0	ACTÚA
PUM+J	442	0	POR UN MUNDO MÁS JUSTO
C.Ex-C.R.Ex-P.R.Ex	920	0	EXTREMEÑOS PREX CREX
DP	308	0	DEFENSA DE LO PÚBLICO
