Siglas	Votos	Diputados	Candidatura
censo	4243500	2278900	
participacion	2667478		
abstencion	1576022		
nulos	21242		
blancos	367519		
PP	367519	5	PARTIDO POPULAR
PSOE	952347	13	PARTIDO SOCIALISTA OBRERO ESPAÑOL
VOX	201775	2	VOX
SUMAR	405993	5	SUMAR
ERC	328697	4	ESQUERRA REPUBLICANA DE CATALUNYA
JxCAT - JUNTS	258159	3	JUNTS PER CATALUNYA - JUNTS
PACMA	28201	0	PARTIDO ANIMALISTA CON EL MEDIO AMBIENTE
CUP-PR	67266	0	CANDIDATURA D'UNITAT POPULAR-PER LA RUPTURA
FO	6048	0	FRENTE OBRERO
PDeCAT-E-CiU	24452	0	PARTIT DEMÒCRATA EUROPEU CATALÀ-ESPAI CIU
RECORTES CERO	3104	0	RECORTES CERO
PCTE	2858	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
