Siglas	Votos	Diputados	Candidatura
censo	502627	6	
participacion	305414		
abstencion	197213		
nulos	2661		
blancos	2990		
PSOE	89295	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	78072	2	PARTIDO POPULAR
VOX	80714	2	VOX
PODEMOS-IU	24400	0	UNIDAS PODEMOS
Cs	22835	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	2582	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	360	0	RECORTES CERO-GRUPO VERDE
PUM+J	371	0	POR UN MUNDO MÁS JUSTO
AxSÍ	318	0	ANDALUCÍA POR SÍ
PCPE	303	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	513	0	ESCAÑOS EN BLANCO
