Siglas	Votos	Diputados	Candidatura
censo	285021	214693	
participacion	3822		
abstencion	281199		
nulos	216910		
blancos	661		
PSOE	82548	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	76438	1	COALICION POPULAR
CDS	39044	1	CENTRO DEMOCRATICO Y SOCIAL
IU	4093	0	COALICION IZQUIERDA UNIDA
MUC	1847	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	2544	0	PARTIDO REFORMISTA DEMOCRATICO
PST	608	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCC	235	0	PARTIT DELS COMUNISTES DE CATALUNYA
FE-JONS	406	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	750	0	UNIFICACION COMUNISTA DE ESPAÑA
AV	1138	0	LISTA ALTERNATIVA VERDE
UPR	224	0	UNIDAD  POPULAR REPUBLICANA
POSI	408	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
CL	327	0	COALICION CONVERGENCIA LEONESISTA
PREPAL	504	0	PARTIDO REGIONALISTA DEL PAIS LEONES
