Siglas	Votos	Diputados	Candidatura
censo	400397	596682	
participacion	4367		
abstencion	396030		
nulos	284		
blancos	302321		
PP	164776	3	PARTIDO POPULAR
PSOE	95375	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	16116	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	13106	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	1517	0	EQUO
PACMA	836	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
Eb	1225	0	ESCAÑOS EN BLANCO
PUM+J	381	0	POR UN MUNDO MÁS JUSTO
P.C.P.E.	423	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
UCE	101	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
CCD	469	0	CIUDADANOS DE CENTRO DEMOCRÁTICO
