Siglas	Votos	Diputados	Candidatura
censo	643731	8	
participacion	422011		
abstencion	221720		
nulos	8053		
blancos	972		
UCD	121800	2	UNION DE CENTRO DEMOCRATICO
PSOE	124693	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	43824	1	PARTIDO COMUNISTA DE ESPAÑA
CD	13465	0	COALICION DEMOCRATICA
UN	4538	0	PARTIDO UNION NACIONAL
PSA-PA	81598	2	PARTIDO ANDALUCISTA
PTE	13254	0	PARTIDO DEL TRABAJO DE ESPAÑA
PSOE-H	1732	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
ORT	970	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	1040	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
IR	729	0	IZQUIERDA REPUBLICANA
PCARL	661	0	PARTIDO CARLISTA
OCEBR-UCE	1133	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
PCT	1458	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
LCR	767	0	LIGA COMUNISTA REVOLUCIONARIA
FJONSA	617	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
ARDE	707	0	ACCION REPUBLICANA DEMOCRATICA ESPAÑOLA
