Siglas	Votos	Diputados	Candidatura
censo	547396	8	
participacion	442996		
abstencion	104400		
nulos	6758		
blancos	1578		
UCD	138575	3	UNION DE CENTRO DEMOCRATICO
PSOE	111293	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	22446	0	PARTIDO COMUNISTA DE ESPAÑA
AP	34857	0	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	46737	1	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDC-EDC	6205	0	COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
FDI	8656	0	FRENTE DEMOCRATICO DE IZQUIERDAS
AET	1713	0	AGRUPACION ELECTORAL DE TRABAJADORES
AN18	1602	0	ALIANZA NACIONAL 18 DE JULIO
FJONSA	1531	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
CAIC	37183	1	CANDIDATURA ARAGONESA INDEPENDIENTE DE CENTRO
PSOE-H	12328	0	P. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
CJA	729	0	ASOCIACION CIRCULOS JOSE ANTONIO
DCAR	6014	0	DEMOCRACIA CRISTIANA ARAGONESA
FAA	4791	0	FRENTE AUTONOMISTA ARAGONES
