Siglas	Votos	Diputados	Candidatura
censo	365513	4	
participacion	195475		
abstencion	170038		
nulos	1749		
blancos	2542		
PP	86673	2	PARTIDO POPULAR
PSOE	44726	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	15174	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-En	34357	1	EN MAREA
PACMA	1406	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	777	0	UNIÓN PROGRESO Y DEMOCRACIA
NÓS	6455	0	NÓS-CANDIDATURA GALEGA (BNG-CG-FOGA-PCPG-PG)
RECORTES CE	399	0	RECORTES CERO-GRUPO VERDE
X LA IZQUIE	873	0	X LA IZQUIERDA-LOS VERDES
PT	344	0	PARTIDO DA TERRA
