Siglas	Votos	Diputados	Candidatura
censo	310207	4	
participacion	237382		
abstencion	72825		
nulos	1705		
blancos	2978		
PSOE	75005	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	51817	1	PARTIDO POPULAR
Cs	43835	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	24855	0	UNIDAS PODEMOS
VOX	33948	0	VOX
PACMA	2205	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	324	0	RECORTES CERO-GRUPO VERDE
PUM+J	304	0	POR UN MUNDO MÁS JUSTO
PCTE	182	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
PCPE	224	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
