Siglas	Votos	Diputados	Candidatura
censo	584461	6	
participacion	384546		
abstencion	199915		
nulos	1907		
blancos	1678		
PSOE	69342	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	23619	0	PARTIDO POPULAR
VOX	7274	0	VOX
PODEMOS-IU	57363	1	UNIDAS PODEMOS
Cs	3824	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
EAJ-PNV	116761	2	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
EH Bildu	98951	2	EUSKAL HERRIA BILDU
PACMA	2070	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	510	0	RECORTES CERO-GRUPO VERDE
PUM+J	401	0	POR UN MUNDO MÁS JUSTO
PCTE	276	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
EB	570	0	ESCAÑOS EN BLANCO
