Siglas	Votos	Diputados	Candidatura
censo	340804	255568	
participacion	700		
abstencion	340104		
nulos	257236		
blancos	289		
PSOE	106223	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	86359	2	PARTIDO POPULAR
IU	14004	0	IZQUIERDA UNIDA
CDS	22428	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	3042	0	AGRUPACION RUIZ-MATEOS
LV-LV	3753	0	LOS VERDES-LISTA VERDE
UV	3254	0	UNIO VALENCIANA
LVE	1877	0	LOS VERDES ECOLOGISTAS
PTE-UC	1999	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	1238	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	525	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
UPV	6267	0	UNITAT DEL POBLE VALENCIA
FE-JONS	319	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
CSD	979	0	COALICION SOCIALDEMOCRATA
PH	176	0	PARTIDO HUMANISTA
AR	476	0	ALIANZA POR LA REPUBLICA
ENV-URV	278	0	ESQUERRA NACIONALISTA VALENCIANA - URV
