Siglas	Votos	Diputados	Candidatura
censo	725510	541707	
participacion	3531		
abstencion	721979		
nulos	544323		
blancos	806		
PSOE	261922	5	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	184109	3	COALICION POPULAR
CDS	44724	0	CENTRO DEMOCRATICO Y SOCIAL
IU	24222	0	COALICION IZQUIERDA UNIDA
MUC	3005	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	7067	0	PARTIDO REFORMISTA DEMOCRATICO
PST	1959	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCC	580	0	PARTIT DELS COMUNISTES DE CATALUNYA
FE-JONS	1488	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	1352	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	884	0	UNIDAD  POPULAR REPUBLICANA
POSI	881	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
PRM	1401	0	PARTIDO REGIONALISTA MURCIANO
