Siglas	Votos	Diputados	Candidatura
censo	337563	271824	
participacion	11684		
abstencion	325879		
nulos	274065		
blancos	3768		
P.S.O.E.	142003	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	113819	2	PARTIDO POPULAR
I.U.	7409	0	IZQUIERDA UNIDA
UPyD	2073	0	UNION PROGRESO Y DEMOCRACIA
C's	233	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	371	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	911	0	LOS VERDES
PUM+J	215	0	POR UN MUNDO MAS JUSTO
P.S.D.	427	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	188	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	225	0	CIUDADANOS EN BLANCO
FE de las JONS	100	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	97	0	DEMOCRACIA NACIONAL
PFyV	82	0	FAMILIA Y VIDA
PH	78	0	PARTIDO HUMANISTA
AES	28	0	ALTERNATIVA ESPAÑOLA
F.A.	67	0	FALANGE AUTENTICA
A.u.N.	51	0	ALIANZA NACIONAL
EXTREMADURA UNIDA	1317	0	EXTREMADURA UNIDA
C.T.C.	26	0	COMUNION TRADICIONALISTA CARLISTA
