Siglas	Votos	Diputados	Candidatura
censo	174145	4	
participacion	119892		
abstencion	54253		
nulos	3291		
blancos	481		
UCD	29625	2	UNION DE CENTRO DEMOCRATICO
PSOE	24891	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	3877	0	PARTIDO COMUNISTA DE ESPAÑA
UN	1061	0	PARTIDO UNION NACIONAL
PNV	26722	1	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
PTE	777	0	PARTIDO DEL TRABAJO DE ESPAÑA
HB	11594	0	HERRI BATASUNA
PSOE-H	683	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
ORT	1218	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
EE	5442	0	EUSKADIKO EZKERRA
MC-OIC	1246	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
PCARL	972	0	PARTIDO CARLISTA
PCT	7	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
LCR	601	0	LIGA COMUNISTA REVOLUCIONARIA
UFV	7205	0	UNION FORAL PAIS VASCO
PPROV	199	0	PARTIDO PROVERISTA
