Siglas	Votos	Diputados	Candidatura
censo	338975	247502	
participacion	1830		
abstencion	337145		
nulos	248682		
blancos	778		
PSOE	138445	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	72640	2	PARTIDO POPULAR
IU	22439	0	IZQUIERDA UNIDA
CDS	2093	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	1161	0	LOS VERDES
PA	7454	0	PARTIDO ANDALUCISTA
LE	538	0	LOS ECOLOGISTAS
ARM-ADE	392	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PAP	1304	0	PARTIDO ANDALUZ DE PROGRESO
GIL	676	0	GRUPO INDEPENDIENTE LIBERAL
PLN	90	0	PARTIDO DE LA LEY NATURAL
PCPE	290	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PH	58	0	PARTIDO HUMANISTA
FE-JONS	109	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
