Siglas	Votos	Diputados	Candidatura
censo	396117	5	
participacion	249269		
abstencion	146848		
nulos	2526		
blancos	3450		
PP	81959	2	PARTIDO POPULAR
PSOE	88100	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	40023	1	UNIDOS PODEMOS
C's	28685	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	2850	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	470	0	RECORTES CERO-GRUPO VERDE
UPyD	464	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	398	0	VOX
PCPE	344	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
