Siglas	Votos	Diputados	Candidatura
censo	734064	7	
participacion	517144		
abstencion	216920		
nulos	4124		
blancos	4009		
PP	179211	3	PARTIDO POPULAR
PSOE	125321	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	104199	1	UNIDOS PODEMOS
C's	86434	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	5025	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	1137	0	RECORTES CERO-GRUPO VERDE
UPyD	1395	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	1614	0	VOX
PCPE	564	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	3032	0	ESCAÑOS EN BLANCO
MAS	568	0	MOVIMIENTO ARAGONÉS SOCIAL
INDEPENDIENTES-FIA	511	0	INDEPENDIENTES POR ARAGÓN
