Siglas	Votos	Diputados	Candidatura
censo	1034075	10	
participacion	719536		
abstencion	314539		
nulos	3713		
blancos	5944		
PP	333109	5	PARTIDO POPULAR
PSOE	144937	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	103522	1	UNIDOS PODEMOS
C's	111961	2	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	8209	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	1305	0	RECORTES CERO-GRUPO VERDE
UPyD	2083	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	2622	0	VOX
PCPE	627	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	1069	0	ESCAÑOS EN BLANCO
SAIn	235	0	SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA
FME	200	0	LA FUERZA DE LOS MAYORES DE ESPAÑA
