Siglas	Votos	Diputados	Candidatura
censo	508666	383449	
participacion	7918		
abstencion	500748		
nulos	386841		
blancos	2066		
PSOE	136660	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	65528	1	PARTIDO POPULAR
IU	14694	0	IZQUIERDA UNIDA
CiU	82954	1	CONVERGENCIA i UNIO
ERC	76330	1	ESQUERRA REPUBLICANA DE CATALUNYA
CENB	350	0	CIUDADANOS EN BLANCO
CDS	200	0	CENTRO DEMOCRATICO Y SOCIAL
EV-AE	2618	0	ELS VERDS-L'ALTERNATIVA ECOLOGISTA
PH	160	0	PARTIDO HUMANISTA
IR	227	0	IZQUIERDA REPUBLICANA
PFyV	155	0	PARTIDO FAMILIA Y VIDA
DN	151	0	DEMOCRACIA NACIONAL
PCPE	396	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	116	0	FALANGE ESPAÑOLA DE LAS JONS
FE	122	0	LA FALANGE
POSI	377	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
MSR	56	0	MOVIMIENTO SOCIAL REPUBLICANO
PADE	83	0	PARTIDO DEMOCRATA ESPAÑOL
ESPAÑA 2000	117	0	ESPAÑA 2000
Ei	169	0	ESCONS INSUBMISOS-ALT. DELS DEMOCRATES DESCONTENTS
PC	61	0	PARTIDO CARLISTA
PNCA	58	0	PARTIDO NACIONALISTA CALO
L.I. (LIT-CI)	33	0	LUCHA INTERNACIONALISTA
