Siglas	Votos	Diputados	Candidatura
censo	211886	169156	
participacion	2198		
abstencion	209688		
nulos	171277		
blancos	993		
PSOE	64037	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	78792	2	PARTIDO POPULAR
IU	11850	0	IZQUIERDA UNIDA
CDS	3609	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	996	0	LOS VERDES
LE	493	0	LOS ECOLOGISTAS
ARM-ADE	432	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PLN	82	0	PARTIDO DE LA LEY NATURAL
PH	71	0	PARTIDO HUMANISTA
NPS	76	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
P. RIOJANO	7532	0	PARTIDO RIOJANO
ARDE	73	0	A.R.D.E. FEDERACION REPUBLICANA
SEES	142	0	SALUD Y ECOLOGIA EN SOLIDARIDAD
