Siglas	Votos	Diputados	Candidatura
censo	501676	5	
participacion	329821		
abstencion	171855		
nulos	1667		
blancos	2732		
PSOE	76028	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	84583	2	PARTIDO POPULAR
VOX	48827	1	VOX
PODEMOS-IU	28376	0	UNIDAS PODEMOS
Cs	15609	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PRC	68830	1	PARTIDO REGIONALISTA DE CANTABRIA
PACMA	1856	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	232	0	RECORTES CERO-GRUPO VERDE
PUM+J	187	0	POR UN MUNDO MÁS JUSTO
PCPE	262	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PCTE	247	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
EB	259	0	ESCAÑOS EN BLANCO
P-LIB	126	0	PARTIDO LIBERTARIO
