Siglas	Votos	Diputados	Candidatura
censo	302293	5	
participacion	171681		
abstencion	130612		
nulos	3737		
blancos	802		
UCD	87059	4	UNION DE CENTRO DEMOCRATICO
PSOE	20808	0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	2949	0	PARTIDO COMUNISTA DE ESPAÑA
AP	36377	1	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	9466	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDI	544	0	FRENTE DEMOCRATICO DE IZQUIERDAS
RSE	2852	0	REFORMA SOCIAL ESPAÑOLA
FJONSA	496	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
FUT	602	0	FRENTE UNIDAD DE LOS TRABAJADORES
PSG	2080	0	PARTIDO SOCIALISTA GALEGO
BNPG	3909	0	BLOQUE NACIONAL POPULAR GALLEGO
