Siglas	Votos	Diputados	Candidatura
censo	533748	5	
participacion	391386		
abstencion	142362		
nulos	2713		
blancos	3886		
PP	121984	2	PARTIDO POPULAR
PSOE	148511	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	41398	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	48640	0	PODEMOS
IU-UPeC	16771	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	2543	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	1287	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	715	0	VOX
RECORTES CE	371	0	RECORTES CERO-GRUPO VERDE
PCPE	469	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
SAIn	198	0	SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA
CILUS	1189	0	CIUDADANOS LIBRES UNIDOS
AJU	711	0	ANDALUCES DE JAÉN UNIDOS
