Siglas	Votos	Diputados	Candidatura
censo	110968	86512	
participacion	3244		
abstencion	107724		
nulos	87453		
blancos	1161		
P.S.O.E.	38617	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	34386	1	PARTIDO POPULAR
I.U.	2270	0	IZQUIERDA UNIDA
UPyD	388	0	UNION PROGRESO Y DEMOCRACIA
C's	113	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	93	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
PAR	7440	0	PARTIDO ARAGONES
CHA	2029	0	CHUNTA ARAGONESISTA
LV-GV	170	0	LOS VERDES-GRUPO VERDE
PUM+J	30	0	POR UN MUNDO MAS JUSTO
P.S.D.	30	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	49	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	55	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	34	0	DEMOCRACIA NACIONAL
PFyV	18	0	FAMILIA Y VIDA
AES	21	0	ALTERNATIVA ESPAÑOLA
E-2000	16	0	ESPAÑA 2000
F.A.	17	0	FALANGE AUTENTICA
A.u.N.	13	0	ALIANZA NACIONAL
Centristas PCTR	10	0	PARTIDO CENTRISTAS
pCUA	43	0	PARTIDO CIUDADANOS UNIDOS DE ARAGON
