Siglas	Votos	Diputados	Candidatura
censo	166852	3	
participacion	135567		
abstencion	31285		
nulos	5080		
blancos	827		
PSOE	63103	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	33945	1	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	19234	0	UNION DE CENTRO DEMOCRATICO
PCE	3314	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	6375	0	CENTRO DEMOCRATICO Y SOCIAL
FN	407	0	ASOCIACION POLITICA FUERZA NUEVA
PST	624	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UCE	300	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	242	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
PSA	2116	0	PARTIDO SOCIALISTA DE ARAGON
