Siglas	Votos	Diputados	Candidatura
censo	480628	367060	
participacion	1217		
abstencion	479411		
nulos	368225		
blancos	453		
PSOE	197733	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	88906	2	PARTIDO POPULAR
IU	42112	0	IZQUIERDA UNIDA
CDS	17576	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	2540	0	AGRUPACION RUIZ-MATEOS
PA	9010	0	PARTIDO ANDALUCISTA
LV-LV	1369	0	LOS VERDES-LISTA VERDE
LVE	1231	0	LOS VERDES ECOLOGISTAS
PTE-UC	777	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	1139	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	1089	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	345	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	166	0	PARTIDO HUMANISTA
AR	203	0	ALIANZA POR LA REPUBLICA
