Siglas	Votos	Diputados	Candidatura
censo	766407	944176	
participacion	28115		
abstencion	738292		
nulos	867		
blancos	479736		
PP	240897	5	PARTIDO POPULAR
PSOE	123486	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	19971	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	13208	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	5414	0	EQUO
CC-NC-PNC	53329	1	COALICIÓN CANARIA-NUEVA CANARIAS
PACMA	2012	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
PUM+J	1288	0	POR UN MUNDO MÁS JUSTO
P.C.P.E.	1460	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
UCE	541	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
PH	1051	0	PARTIDO HUMANISTA
SAIn	316	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
ANC	987	0	ALTERNATIVA NACIONALISTA CANARIA
UNIDAD DEL PUEBLO	1138	0	UNIDAD DEL PUEBLO
