Siglas	Votos	Diputados	Candidatura
censo	842916	8	
participacion	508957		
abstencion	333959		
nulos	3502		
blancos	6451		
PP	170316	3	PARTIDO POPULAR
PSOE	119351	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	113256	2	UNIDOS PODEMOS
C's	65172	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	6730	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
CCa-PNC	17982	0	COALICIÓN CANARIA-PARTIDO NACIONALISTA CANARIO
RECORTES CERO-GRUPO VERDE	1552	0	RECORTES CERO-GRUPO VERDE
UPyD	978	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	882	0	VOX
PCPE	900	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
SAIn	212	0	SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA
PH	450	0	PARTIDO HUMANISTA
JXC	537	0	JUNTOS POR CANARIAS
UNIDAD DEL PUEBLO	686	0	UNIDAD DEL PUEBLO
