Siglas	Votos	Diputados	Candidatura
censo	5224561	2116530	
participacion	3608673		
abstencion	1615888		
nulos	30827		
blancos	1463183		
PP	1463183	16	PARTIDO POPULAR
PSOE	1004599	10	PARTIDO SOCIALISTA OBRERO ESPAÑOL
VOX	506164	5	VOX
SUMAR	557780	6	SUMAR
PACMA	21742	0	PARTIDO ANIMALISTA CON EL MEDIO AMBIENTE
FO	7652	0	FRENTE OBRERO
RECORTES CERO	3784	0	RECORTES CERO
PUM+J	6749	0	POR UN MUNDO MÁS JUSTO
PCTE	3407	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
FE de las JONS	1751	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	2902	0	PARTIDO HUMANISTA
