Siglas	Votos	Diputados	Candidatura
censo	292101	230898	
participacion	10201		
abstencion	281900		
nulos	234130		
blancos	3589		
P.S.O.E.	94202	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	117613	2	PARTIDO POPULAR
I.U.	6735	0	IZQUIERDA UNIDA
UPyD	4922	0	UNION PROGRESO Y DEMOCRACIA
C's	127	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	444	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
LV-GV	774	0	LOS VERDES-GRUPO VERDE
PUM+J	242	0	POR UN MUNDO MAS JUSTO
LVE	467	0	LOS VERDES DE EUROPA
P.S.D.	281	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	170	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	261	0	CIUDADANOS EN BLANCO
FE de las JONS	117	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	332	0	DEMOCRACIA NACIONAL
PFyV	99	0	FAMILIA Y VIDA
PH	58	0	PARTIDO HUMANISTA
AES	51	0	ALTERNATIVA ESPAÑOLA
E-2000	45	0	ESPAÑA 2000
TC	1790	0	TIERRA COMUNERA
F.A.	106	0	FALANGE AUTENTICA
SAIn	223	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
P.C.	43	0	PARTIDO CARLISTA
I.M.C.	202	0	INICIATIVA MERINDADES DE CASTILLA
AxB	123	0	ALIANZA POR BURGOS
I.C.Bur	109	0	INICIATIVA CIUDADANA BURGALESA
AGRUCI	79	0	AGRUPACION CIUDADANA
