Siglas	Votos	Diputados	Candidatura
censo	410605	586580	
participacion	37103		
abstencion	373502		
nulos	2157		
blancos	295749		
PP	152672	3	PARTIDO POPULAR
PSOE	100210	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	15598	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	13672	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	2154	0	EQUO
PACMA	1074	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
PUM+J	565	0	POR UN MUNDO MÁS JUSTO
P.C.P.E.	502	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
UCE	152	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
PREPAL	1221	0	PARTIDO REGIONALISTA DEL PAIS LEONES
