Siglas	Votos	Diputados	Candidatura
censo	208247	138191	
participacion	527		
abstencion	207720		
nulos	139246		
blancos	189		
PSOE	35723	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	19427	1	PARTIDO POPULAR
IU	4219	0	IZQUIERDA UNIDA
CDS	9228	0	CENTRO DEMOCRATICO Y SOCIAL
EAJ-PNV	23247	1	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
RUIZ-MATEOS	1838	0	AGRUPACION RUIZ-MATEOS
HB	16015	0	HERRI BATASUNA
EA	11689	0	EUSKO ALKARTASUNA
LVE	953	0	LOS VERDES ECOLOGISTAS
EE	11873	0	EUSKADIKO EZKERRA
PTE-UC	397	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	589	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	186	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	96	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	120	0	PARTIDO HUMANISTA
AR	120	0	ALIANZA POR LA REPUBLICA
PORE	136	0	PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA
PEE-(LV)	931	0	PARTIDO ECOLOGISTA DE EUSKADI (LISTA VERDE)
