Siglas	Votos	Diputados	Candidatura
censo	955339	782842	
participacion	7303		
abstencion	948036		
nulos	786995		
blancos	2426		
PSOE	312754	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	340312	5	PARTIDO POPULAR
IU	80339	1	IZQUIERDA UNIDA
CDS	15212	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	6274	0	LOS VERDES
UV	4328	0	UNIO VALENCIANA
LE	2311	0	LOS ECOLOGISTAS
ARM-ADE	2117	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
UPV	7488	0	UNITAT DEL POBLE VALENCIA
PLN	200	0	PARTIDO DE LA LEY NATURAL
PCPE	1148	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PH	244	0	PARTIDO HUMANISTA
POR	522	0	PARTIDO OBRERO REVOLUCIONARIO
FE-JONS	729	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
NPS	271	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
ARDE	292	0	A.R.D.E. FEDERACION REPUBLICANA
SEES	821	0	SALUD Y ECOLOGIA EN SOLIDARIDAD
ACI	294	0	A.C.I. PANTERAS GRISES DE ESPAÑA
ENV	327	0	ESQUERRA NACIONALISTA VALENCIANA
PVPA	1375	0	LOS VERDES DEL PAIS ALICANTINO
PC	685	0	PARTIDO CANTONALISTA
UNI.D.A	715	0	UNION DEMOCRATICA ALICANTINA
