Siglas	Votos	Diputados	Candidatura
censo	414623	286760	
participacion	4228		
abstencion	410395		
nulos	289541		
blancos	1602		
PSOE	114046	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	109792	2	PARTIDO POPULAR
IU	17910	0	IZQUIERDA UNIDA
CDS	28898	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	2913	0	AGRUPACION RUIZ-MATEOS
LV-LV	2385	0	LOS VERDES-LISTA VERDE
LVE	1454	0	LOS VERDES ECOLOGISTAS
PTE-UC	713	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	1819	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	514	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	372	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	191	0	PARTIDO HUMANISTA
AR	325	0	ALIANZA POR LA REPUBLICA
PREPAL	1825	0	PARTIDO REGIONALISTA DEL PAIS LEONES
