Siglas	Votos	Diputados	Candidatura
censo	163329	132774	
participacion	2247		
abstencion	161082		
nulos	134862		
blancos	560		
PSOE	60697	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	66515	2	PARTIDO POPULAR
IU	3258	0	IZQUIERDA UNIDA
CENB	171	0	CIUDADANOS EN BLANCO
CDS	191	0	CENTRO DEMOCRATICO Y SOCIAL
PH	112	0	PARTIDO HUMANISTA
IR	91	0	IZQUIERDA REPUBLICANA
PFyV	129	0	PARTIDO FAMILIA Y VIDA
DN	61	0	DEMOCRACIA NACIONAL
PCPE	84	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	62	0	FALANGE ESPAÑOLA DE LAS JONS
FE	34	0	LA FALANGE
TC-PNC	181	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
MSR	37	0	MOVIMIENTO SOCIAL REPUBLICANO
FA	46	0	FALANGE AUTENTICA
