Siglas	Votos	Diputados	Candidatura
censo	112316	3	
participacion	94734		
abstencion	17582		
nulos	2115		
blancos	919		
PSOE	34375	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	35483	2	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	9680	0	UNION DE CENTRO DEMOCRATICO
PCE	1348	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	6967	0	CENTRO DEMOCRATICO Y SOCIAL
FN	413	0	ASOCIACION POLITICA FUERZA NUEVA
PST	1074	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UCE	142	0	UNIFICACION COMUNISTA DE ESPAÑA
CUC	112	0	CANDIDATURA DE UNIDAD COMUNISTA
LC (COSI)	122	0	LIGA COMUNISTA (C.OBREROS SOCIAL.INTERNACIONALIS.)
PRE	1984	0	PARTIDO RURALISTA ESPAÑOL
