Siglas	Votos	Diputados	Candidatura
censo	779747	1117558	
participacion	110307		
abstencion	669440		
nulos	4318		
blancos	564167		
PP	284079	4	PARTIDO POPULAR
PSOE	156880	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	25834	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	7460	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	4132	0	EQUO
BNG	67227	1	BLOQUE NACIONALISTA GALEGO
PACMA	2932	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
P.C.P.E.	809	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
UCE	432	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
SAIn	408	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
C.XXI	518	0	CONVERXENCIA VINTEÚN
