Siglas	Votos	Diputados	Candidatura
censo	144427	3	
participacion	105955		
abstencion	38472		
nulos	993		
blancos	1277		
PP	42182	2	PARTIDO POPULAR
PSOE	25698	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	14814	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	14083	0	PODEMOS
IU-UPeC	4699	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	624	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	828	0	UNIÓN PROGRESO Y DEMOCRACIA
RECORTES CE	159	0	RECORTES CERO-GRUPO VERDE
PCPE	126	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	182	0	ESCAÑOS EN BLANCO
FE de las J	218	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
SAIn	72	0	SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA
