Siglas	Votos	Diputados	Candidatura
censo	397592	5	
participacion	268999		
abstencion	128593		
nulos	2909		
blancos	4430		
PSOE	97766	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	44909	1	PARTIDO POPULAR
Cs	44842	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	34396	1	UNIDAS PODEMOS
VOX	33920	0	VOX
PACMA	3182	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	646	0	RECORTES CERO-GRUPO VERDE
AxSI	856	0	ANDALUCÍA POR SÍ
PCOE	871	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
PCPA	272	0	PARTIDO COMUNISTA DEL PUEBLO ANDALUZ
