Siglas	Votos	Diputados	Candidatura
censo	1306311	562324	
participacion	899192		
abstencion	407119		
nulos	9650		
blancos	330293		
PP	330293	5	PARTIDO POPULAR
PSOE	287737	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
VOX	146133	2	VOX
SUMAR	115787	1	SUMAR
PACMA	7335	0	PARTIDO ANIMALISTA CON EL MEDIO AMBIENTE
FO	1724	0	FRENTE OBRERO
RECORTES CERO	1135	0	RECORTES CERO
CJ	1027	0	CAMINANDO JUNTOS
PARTIDO AUTÓNOMOS	1446	0	PARTIDO AUTÓNOMOS
