Siglas	Votos	Diputados	Candidatura
censo	686114	505740	
participacion	32552		
abstencion	653562		
nulos	510120		
blancos	11712		
PSOE	175307	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	239286	5	PARTIDO POPULAR
IU	28948	0	IZQUIERDA UNIDA
CDS	7539	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	1600	0	LOS VERDES
BNG	43806	0	BLOQUE NACIONALISTA GALEGO
LE	1804	0	LOS ECOLOGISTAS
ARM-ADE	1759	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PLN	279	0	PARTIDO DE LA LEY NATURAL
PCPE	849	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PH	338	0	PARTIDO HUMANISTA
NPS	285	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
AG	642	0	ALTERNATIVA GALEGA
PB	291	0	PARTIDO DE EL BIERZO
