Siglas	Votos	Diputados	Candidatura
censo	138645	114653	
participacion	5322		
abstencion	133323		
nulos	115806		
blancos	2049		
P.S.O.E.	40249	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	67274	2	PARTIDO POPULAR
I.U.	2987	0	IZQUIERDA UNIDA
UPyD	1628	0	UNION PROGRESO Y DEMOCRACIA
C's	126	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	94	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	125	0	LOS VERDES
LV-GV	134	0	LOS VERDES-GRUPO VERDE
PUM+J	86	0	POR UN MUNDO MAS JUSTO
LVE	97	0	LOS VERDES DE EUROPA
P.S.D.	110	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	74	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	77	0	CIUDADANOS EN BLANCO
FE de las JONS	76	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	69	0	DEMOCRACIA NACIONAL
PFyV	32	0	FAMILIA Y VIDA
PH	52	0	PARTIDO HUMANISTA
AES	24	0	ALTERNATIVA ESPAÑOLA
E-2000	9	0	ESPAÑA 2000
TC	194	0	TIERRA COMUNERA
F.A.	50	0	FALANGE AUTENTICA
AMD	37	0	ALTERNATIVA MOTOR Y DEPORTES
FRENTE	14	0	FRENTE ESPAÑOL
C.D.Es.	52	0	CENTRO DEMOCRATICO ESPAÑOL
C.T.C.	9	0	COMUNION TRADICIONALISTA CARLISTA
