Siglas	Votos	Diputados	Candidatura
censo	512633	7	
participacion	373627		
abstencion	139006		
nulos	3778		
blancos	568		
UCD	110734	3	UNION DE CENTRO DEMOCRATICO
PSOE	111237	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	70554	1	PARTIDO COMUNISTA DE ESPAÑA
CD	20909	0	COALICION DEMOCRATICA
UN	7427	0	PARTIDO UNION NACIONAL
PSA-PA	36826	0	PARTIDO ANDALUCISTA
PTE	4080	0	PARTIDO DEL TRABAJO DE ESPAÑA
PSOE-H	3168	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
ORT	467	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	1078	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
IR	581	0	IZQUIERDA REPUBLICANA
OCEBR-UCE	1063	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
PCT	634	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
FJONSA	523	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
