Siglas	Votos	Diputados	Candidatura
censo	370680	301876	
participacion	2559		
abstencion	368121		
nulos	304430		
blancos	951		
PP	140578	3	PARTIDO POPULAR
PSOE	120997	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU	23003	0	IZQUIERDA UNIDA
ERC	840	0	ESQUERRA REPUBLICANA DE CATALUNYA
UV	5933	0	UNIO VALENCIANA
LVE	2446	0	LOS VERDES EUROPEOS
UC	544	0	UNION CENTRISTA
UPV-BN	4341	0	UNITAT DEL POBLE VALENCIA-BLOC NACIONALISTA
PRT	174	0	PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES
PCPE	666	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PH	144	0	PARTIDO HUMANISTA
FEA	163	0	FALANGE ESPAÑOLA AUTENTICA
ENV	157	0	ESQUERRA NACIONALISTA VALENCIANA
